Temperatur
70,998
74,087
74,244
71,58
71,063
69,397
78,958
74,843
77,238
67,474
77,024
71,971
74,005
78,527
73,976
72,202
77,941
65,443
71,84
70,363
73,885
65,952
67,477
77,861
68,917
75,684
78,714
79,417
65,973
71,416
72,221
68,273
73,833
72,84
67,687
71,625
71,582
66,144
76,596
69,003
72,421
69,552
70,791
73,584
67,216
75,554
77,154
65,972
76,433
79,265
76,399
73,16
74,207
71,94
68,501
68,16
73,624
67,639
76,975
68,172
73,161
77,816
66,978
69,486
73,803
73,001
78,497
75,796
67,427
68,973
78,959
71,62
75,826
77,74
79,779
76,607
77,039
67,757
79,349
69,899
65,16
78,65
78,087
71,815
72,366
68,546
73,8
77,958
68,005
78,461
73,786
77,428
70,334
65,949
66,828
79,639
66,903
75,901
65,286
73,067
74,645
65,028
78,16
65,227
76,391
68,904
75,998
74,915
68,181
69,288
71,801
75,95
73,328
66,26
71,004
77,711
65,485
76,251
70,038
78,299
77,572
76,082
70,721
75,344
71,231
78,026
71,311
78,267
78,401
72,007
67,481
77,26
67,17
65,318
69,451
79,732
73,643
66,975
65,518
76,493
70,195
67,628
73,604
76,346
67,945
74,961
67,087
78,97
79,162
71,981
68,094
68,64
78,894
71,532
75,306
77,899
72,78
78,926
75,543
71,723
77,103
76,166
76,877
76,176
75,425
78,383
73,847
76,88
76,279
65,711
67,57
66,015
71,315
72,275
69,539
74,407
70,514
66,155
65,362
78,447
72,294
76,508
71,232
77,644
67,927
71,913
70,657
79,162
68,902
75,406
76,827
79,316
78,662
70,632
65,525
67,797
77,315
74,699
68,516
73,799
77,636
68,008
72,301
76,273
73,417
79,459
77,364
72,458
66,781
71,653
73,599
69,949
66,289
65,951
74,885
77,153
73,278
78,385
74,224
71,039
68,894
69,975
78,807
65,656
67,356
67,642
79,697
71,533
68,232
67,358
73,581
71,302
73,863
71,498
70,744
79,39
66,937
79,819
67,534
68,728
72,751
72,874
66,492
71,381
65,981
69,645
75,745
68,569
79,421
74,571
68,115
74,38
75,382
74,722
73,264
77,919
65,813
79,065
79,577
70,76
79,083
72,294
74,162
71,484
76,987
72,36
65,664
75,841
65,663
70,4
70,861
69,898
67,405
73,574
72,674
65,435
71,659
79,755
76,517
69,955
78,984
65,299
78,942
69,113
67,22
76,054
71,982
76,36
67,427
74,759
73,606
68,409
71,214
68,3
70,748
72,976
72,648
70,095
78,277
66,913
66,396
68,166
70,653
77,573
70,051
71,508
79,1
69,727
76,466
67,396
68,994
69,902
69,343
77,632
79,388
69,004
73,045
73,55
75,127
76,114
68,725
76,022
72,191
75,757
75,722
74,347
79,026
67,83
66,871
73,145
71,968
72,262
73,296
71,4
66,048
65,59
76,749
71,459
75,27
67,258
73,184
75,938
78,034
77,171
78,998
66,712
68,284
78,908
76,333
78,217
70,248
65,233
75,81
66,628
77,548
78,007
72,807
72,21
68,142
68,466
78,856
70,698
77,347
69,064
78,65
68,111
74,116
77,231
73,103
78,162
69,236
78,47
72,245
78
74,809
73,796
68,84
65,932
66,659
78,267
74,621
77,245
74,658
73,86
78,945
71,493
70,715
68,02
65,377
68,212
70,178
70,099
74,243
69,635
74,315
77,461
79,408
65,354
77,64
66,53
78,519
69,46
75,68
79,787
71,203
74,006
75,711
73,675
74,976
73,524
78,276
73,931
70,711
78,821
72,057
70,528
77,024
65,892
70,191
78,526
78,091
76,724
67,714
71,891
78,149
65,451
67,845
65,26
73,814
77,063
76,288
79,529
76,683
72,992
65,927
79,125
65,934
67,766
78,364
77,427
65,882
79,598
72,053
73,743
65,922
75,849
73,717
76,562
67,515
67,966
72,339
73,745
73,126
77,038
76,058
68,528
74,627
71,899
72,328
79,481
74,923
76,113
68,681
66,056
77,891
69,404
79,01
65,117
75,801
79,927
73,945
65,231
79,84
70,214
74,611
74,496
65,315
73,506
65,739
72,951
72,649
79,358
69,22
75,722
79,075
79,863
70,245
69,426
77,892
74,43
76,891
75,365
77,642
77,411
73,045
79,973
67,106
65,017
73,789
69,869
73,24
71,397
77,642
71,784
66,974
73,091
76,515
79,088
70,849
77,881
65,5
75,196
70,844
77,414
77,615
74,738
77,185
74,562
74,549
71,882
69,452
71,082
74,564
72,492
76,941
72,382
76,551
78,104
75,323
68,799
79,647
73,911
76,933
73,214
70,053
79,134
66,966
73,968
65,173
77,384
75,244
68,118
73,291
77,71
66,888
70,877
66,542
74,069
65,215
68,157
68,883
68,97
74,562
76,612
73,764
75,561
75,897
65,963
76,125
70,287
72,951
69,292
65,191
70,405
69,43
77,827
79,85
76,519
70,124
69,449
73,076
73,959
72,628
79,289
71,353
66,689
65,433
72,073
78,892
67,796
68,807
75,093
68,528
77,649
71,212
77,381
78,327
73,563
68,347
71,325
74,346
71,952
73,965
72,535
65,026
76,32
65,486
68,968
69,338
77,521
73,397
74,567
70,204
70,14
75,687
67,489
67,926
66,928
77,132
