Sensor1;Sensor2;Sensor3;Sensor5;Sensor6;Ergebnis
88.0085226;95.76276724;68.04942137;56.00995249;59.87088678;3
79.29586349;85.71758379;62.84393572;57.02044385;61.26632723;3
75.18154366;80.97401504;66.09584551;62.53315772;68.87912257;3
80.97006361;87.64783805;71.28479928;52.58474452;55.14083766;3
74.60814761;80.31292312;68.65116706;51.00442289;52.95848876;3
82.06357183;88.9085887;69.29309717;61.6643886;67.67939379;3
58.80323346;62.09078682;53.0290169;61.052024;66.83374743;3
69.87027877;74.85043905;63.33963501;58.40312023;63.17573746;3
82.1695598;89.03078659;68.06896585;57.3541245;61.72712431;3
59.77660653;63.2130287;60.69386944;60.47750961;66.04037042;3
69.77010816;74.73494823;72.01462557;61.25244344;67.11051713;3
79.20065986;85.6078196;55.31539654;57.56548311;62.01900049;3
75.85353519;81.74878174;51.80818033;56.54148848;60.60491267;3
57.34321252;60.40746856;78.84461792;64.03570664;70.95407107;3
71.76731646;77.03761192;79.92895024;58.02931177;62.65952577;3
78.63253035;84.9527997;63.22817757;55.42778403;59.06693985;3
72.77188292;78.19581795;72.37895778;53.66267582;56.62940946;3
59.54773901;62.94915791;62.33983771;50.03696246;51.62247196;2
55.82041826;58.65177635;64.26887302;59.71168142;64.98279816;3
85.53349875;92.90921033;55.96581667;74.40663652;85.27583139;3
79.33735805;85.76542458;62.19541609;51.73806861;53.97161856;3
61.23243356;64.89151163;74.5508425;60.17919626;65.62841388;3
53.33066742;55.78124008;65.48120297;55.10929217;58.62711776;2
73.64573282;79.20331548;62.97568456;53.34503388;56.19076108;3
56.0977573;58.97153195;72.30365139;61.58005048;67.56292685;3
62.41210048;66.2515982;64.41135264;59.39432598;64.5445454;3
76.21749678;82.16840805;75.99163945;63.09053519;69.6488343;3
90.19306521;98.28141636;70.23613665;59.55568717;64.76737751;3
60.31110747;63.82927684;68.01312094;62.14569797;68.34405911;3
73.57243607;79.11880865;72.68709652;63.88596743;70.74728835;3
72.97567397;78.43077704;76.44849046;53.79542612;56.81273131;3
63.91009851;67.97870181;78.48586273;61.99916746;68.14170745;3
71.61808487;76.86555667;75.47204695;57.21828487;61.53953625;3
70.64141659;75.7395156;56.04123925;62.35551431;68.63380547;3
58.92139729;62.22702276;68.22648351;52.51791575;55.04855033;2
71.79989172;77.07516928;67.10790893;58.07578058;62.72369699;3
72.92663231;78.37423489;68.64163135;54.74580215;58.12515535;3
63.60439745;67.62624647;67.34996163;53.47130949;56.36514168;3
79.44871886;85.89381703;84.38701542;60.11815939;65.54412487;3
64.59266178;68.76565711;66.60921366;53.98467241;57.07407143;3
82.87572104;89.84494896;73.46679235;63.96328175;70.85405575;3
67.78687311;72.44839488;62.31718106;64.28231794;71.29462954;3
80.65608103;87.2858346;68.09689245;62.59255682;68.9611499;3
64.83254555;69.04222899;85.15120015;53.22915789;56.03074185;3
69.22350867;74.10475117;65.21874269;54.64585505;57.98713317;3
72.78765356;78.21400057;72.85580972;66.36881157;74.17597788;3
65.33601738;69.62270239;75.19638274;62.86266993;69.33416323;3
62.47002279;66.31837922;58.50757742;65.28822545;72.68373991;3
64.68786541;68.8754213;60.02867684;56.86941544;61.05776418;3
84.97406629;92.2642176;74.92098411;55.31343599;58.90903065;3
80.80027801;87.45208523;53.14155322;60.52820417;66.11037718;3
58.64173904;61.90459324;54.59064931;54.25719204;57.45040806;2
76.87897455;82.93105301;69.26984298;54.99028388;58.46277297;3
69.67447934;74.62469383;72.24664461;65.61755621;73.13853;3
72.94595907;78.39651751;56.93323072;55.99751879;59.85371643;3
60.85985223;64.46194728;78.43132079;54.30191326;57.51216593;3
65.11599185;69.3690259;64.39684575;61.98260829;68.11884002;3
76.69384349;82.71760779;74.698368;58.84751048;63.78941923;3
65.38883742;69.68360079;58.20694941;57.07056543;61.33554273;3
78.43980388;84.73059741;79.6035244;61.59831427;67.58814827;3
60.47005076;64.01252911;72.27909424;57.75145386;62.27581723;3
70.41469434;75.47811818;77.12478731;57.59609943;62.06128017;3
81.67239816;88.45758847;73.94586845;57.61952006;62.09362293;3
69.96976328;74.96513884;68.95682435;60.60190393;66.21215305;3
71.69363318;76.95265943;63.99770695;67.22129368;75.35321509;3
81.91587671;88.73830492;65.66180883;69.35614696;78.3013458;3
68.53394911;73.30972956;70.72190186;51.11565773;53.11209877;3
84.68227083;91.9277946;68.10861913;64.20387675;71.18630599;3
74.47389425;80.1581369;72.11963458;54.41083707;57.66258453;3
69.54950283;74.48060326;73.92954405;54.7318214;58.1058486;3
74.66625352;80.37991582;72.79120092;60.15615285;65.59659203;3
57.85757498;61.00049821;80.46789634;65.5086324;72.9881114;3
56.24429281;59.14047877;72.39836117;61.69392103;67.72017666;3
72.77530376;78.19976198;75.62744003;63.44591751;70.13960037;3
73.37381493;78.88981016;71.8013045;62.22408187;68.45230353;3
54.0663213;56.62940574;65.99397358;56.0614731;59.94203427;2
81.15045961;87.85582402;66.28358864;59.10941085;64.15109117;3
73.62934372;79.18441982;61.71059698;54.59215712;57.91297888;3
71.06494326;76.22781694;67.67236658;54.82605778;58.23598456;3
83.83092695;90.94624518;72.25259509;53.82780913;56.85745071;3
69.11048576;73.97444241;56.23769647;59.26379121;64.3642831;3
75.21211859;81.00926614;65.4616336;56.85844761;61.04261813;3
64.40345277;68.54751026;70.62277695;65.31196599;72.71652446;3
81.72268639;88.51556784;63.3560507;58.848475;63.79075119;3
84.26129529;91.44243457;64.63652488;68.35763092;76.92244269;3
58.98643184;62.30200377;53.90281666;53.59938999;56.54201475;2
68.91604887;73.75026811;73.37263031;54.55295562;57.85884348;3
80.15803036;86.71161148;79.92473428;60.7964885;66.48086508;3
58.0979999;61.27769401;73.45940611;55.73261027;59.48789037;3
71.65319193;76.90603305;80.90516138;58.50680603;63.31892262;3
71.27434873;76.46924913;71.11818576;63.45774958;70.1559399;3
70.03413106;75.03935111;67.80033931;58.64728681;63.51291989;3
72.03601644;77.34740719;67.53758856;56.28354169;60.24870043;3
65.44524258;69.74863262;75.81106678;56.40868088;60.4215117;3
70.78824201;75.90879666;56.51349346;62.46542174;68.78558241;3
68.26456303;72.99914326;74.26677956;64.35104709;71.38954122;3
70.8013069;75.92385972;75.26661006;68.11949974;76.59359487;3
73.24404539;78.74019351;67.1101663;61.1620699;66.98571558;3
60.52470685;64.07554436;64.68117425;60.8551093;66.56181761;3
58.0979999;61.27769401;68.0298769;63.52319364;70.24631502;3
88.10793947;95.87738903;64.7645557;54.6568372;58.00229899;3
74.28454996;79.93983407;54.32222196;60.48605659;66.05217339;3
78.20977675;84.46538967;58.79290183;62.39991084;68.69511497;3
70.94772645;76.09267285;71.12369639;64.0166359;70.92773528;3
74.55851648;80.25570135;61.53473822;56.28195644;60.24651127;3
76.43710678;82.42160546;75.2391731;61.88744559;67.98742486;3
59.5795122;62.98579054;61.86778268;54.87525781;58.30392745;2
66.90443246;71.43099272;73.16754199;58.8436524;63.78409141;3
73.655;79.214;76.65477386;60.85157114;66.55693158;3
73.67140842;79.23291795;66.45992045;62.03826869;68.19570438;3
60.87374817;64.47796848;71.89433785;61.37509971;67.2798996;3
52.97853381;55.37525074;77.85380029;53.87751529;56.92609255;2
76.12946337;82.06691071;65.53742964;63.42627379;70.11247333;3
89.08077138;96.999007;66.04379331;57.1125984;61.39358827;3
73.4414586;78.96779933;71.97571091;62.48397202;68.81119946;3
57.88994731;61.0378216;65.27929321;56.22306347;60.16518289;2
74.37041876;80.03883575;76.2678016;55.25116243;58.82303383;3
62.99029923;66.91822735;73.97704832;56.20985625;60.14694434;3
57.50447503;60.59339474;69.05379149;60.43077341;65.97582995;3
66.2656733;70.69454098;64.86222827;61.70103078;67.72999489;3
67.56952434;72.19780453;64.62969469;55.53367104;59.21316477;3
88.67506398;96.53125024;65.02437685;57.74137893;62.26190424;3
71.04594506;76.20591312;52.44303128;63.50430434;70.22022981;3
64.9509413;69.17873232;62.47315508;61.59092758;67.57794761;3
79.59853992;86.06655191;58.83114426;61.52055588;67.48076765;3
62.35672931;66.1877585;75.58418491;63.3508503;70.00831709;3
62.1329254;65.92972575;63.30535126;62.67242092;69.07143841;3
63.53167084;67.54239697;61.05358733;58.74553884;63.64860126;3
53.58129687;56.0702011;63.67506961;61.53442204;67.49991615;3
64.02719936;68.11371221;61.28375566;52.69101351;55.28759009;2
79.90620265;86.42126894;59.05063989;61.54637825;67.51642711;3
61.73199171;65.4674728;50.73194797;57.12432543;61.40978274;2
58.78309498;62.06756833;78.18759167;57.97610564;62.58605065;3
65.20087499;69.46689117;74.57258624;54.98876548;58.46067613;3
63.87390915;67.93697761;66.35584094;59.27957208;64.38607573;3
82.52242782;89.43762267;73.34411447;53.00733759;55.72441858;3
66.66134045;71.15072193;73.19843138;56.89313688;61.09052236;3
74.83576855;80.57535668;70.15492128;56.00000171;59.85714522;3
80.28127713;86.85370775;80.2388069;56.46056437;60.49316032;3
72.84535361;78.28052533;68.34552636;53.99971318;57.09484201;3
79.39941629;85.83697407;73.16322643;66.95080814;74.97968743;3
70.61272601;75.70643705;72.08301048;51.74238507;53.97757939;3
72.87081662;78.30988269;75.6855008;52.1947159;54.60222672;3
85.33408522;92.67929825;75.98858537;58.79767063;63.72059277;3
76.44489546;82.43058536;73.05337903;64.87842896;72.11783048;3
63.1480636;67.10012038;60.25396527;60.34898028;65.86287753;3
82.16774308;89.02869202;74.05153309;57.57399189;62.0307507;3
67.07129973;71.62338087;75.07750587;56.5189512;60.57378976;3
80.72202394;87.3618629;77.12722726;58.90247852;63.86532748;3
68.45270906;73.21606457;62.68068336;58.81761039;63.74812863;3
80.25429697;86.82260121;55.23887848;61.41782027;67.33889466;3
71.54200507;76.77784113;67.93103415;59.63324978;64.8744878;3
62.11694217;65.91129803;80.33550847;57.4284641;61.82978375;3
66.48146627;70.94333758;62.49767074;60.28721285;65.77757966;3
70.5697143;75.65684708;69.8827842;59.38787039;64.53563053;3
72.57170598;77.96502571;53.75210429;54.77787003;58.16943956;3
78.55663416;84.86529585;62.72355671;54.471067;57.74575918;3
76.62226682;82.6350841;63.07990515;56.70999761;60.83761575;3
65.36093924;69.65143583;68.32148375;54.11592341;57.25532281;3
76.9250882;82.98421934;68.82349038;58.99469992;63.99268084;3
73.34780111;78.85981775;60.95014686;53.42512717;56.30136609;3
60.3023911;63.81922738;59.01501999;60.93264805;66.66889492;3
72.78628136;78.21241851;69.71296722;61.55487748;67.52816414;3
71.74340926;77.01004832;68.09019504;66.75347326;74.70717735;3
61.98097839;65.75453979;64.22553491;54.39036253;57.63431016;2
58.23678538;61.4377055;79.320059;56.56204897;60.63330573;3
74.28603812;79.94154983;68.77404411;58.69369833;63.57701198;3
61.27988076;64.94621546;76.73993963;62.5620742;68.91905485;3
69.39574877;74.30333388;75.08643574;56.63432106;60.73311004;3
63.68180113;67.71548836;63.62036169;57.45393313;61.86495528;3
80.41221594;87.0046725;78.81274922;55.53277337;59.21192512;3
67.48201276;72.09690883;86.9921484;53.53560758;56.45393428;3
61.27767751;64.94367525;64.31016954;62.30273315;68.5609172;3
71.09313135;76.26031614;68.66966584;53.85241869;56.89143534;3
67.15533249;71.7202657;74.62721118;50.86217065;52.76204518;2
87.9295921;95.67176501;61.11221245;64.76424327;71.96014547;3
59.76988081;63.20527435;71.26812631;63.89292916;70.75690217;3
76.58621275;82.59351587;67.90925721;67.69396536;76.00595216;3
61.40115619;65.08603891;68.28068519;59.65926315;64.91041102;3
75.15338456;80.94154926;59.76816686;52.2196788;54.63669929;3
84.95566721;92.24300455;65.22654388;60.68933138;66.3328862;3
76.97504788;83.04181991;72.14322903;62.13422879;68.32822071;3
56.96220473;59.96818898;65.37186181;61.12802524;66.93870153;3
66.8960833;71.42136663;63.32594143;58.86583634;63.81472638;3
69.01823912;73.86808746;67.012751;63.04380853;69.58430702;3
79.66278208;86.14061934;68.60016055;64.95292613;72.22070751;3
55.02284143;57.73221718;77.80817163;63.9132509;70.78496554;3
60.85753302;64.45927337;71.28418514;51.22700717;53.26586704;2
82.35919399;89.24942366;73.42401028;64.17150329;71.14159978;3
58.78309498;62.06756833;69.66020129;61.00688737;66.77141589;3
60.02681079;63.5014995;67.63211576;61.53711983;67.50364166;3
73.58878651;79.13765974;62.56862838;56.10399788;60.00075898;3
56.39623982;59.31566473;75.82492634;59.04353706;64.0601226;3
73.09835059;78.57221597;67.12029125;59.10105487;64.13955196;3
72.71160275;78.12631846;66.05363609;67.66944174;75.97208621;3
78.9568141;85.32667979;65.6235747;53.74660808;56.74531592;3
80.62475235;87.24971447;69.50469202;60.27038629;65.75434297;3
65.89830054;70.2709818;65.15618378;58.03459275;62.66681856;3
76.08568826;82.01644058;77.57099883;59.64332471;64.88840079;3
76.8357599;82.88122907;55.43497054;58.98345038;63.97714576;3
72.11305291;77.43622571;69.32998684;54.18228424;57.34696395;3
47.00981112;48.49366458;69.14303214;59.7195074;64.99360545;2
65.68218868;70.02181754;60.05599761;63.12110376;69.69104805;3
65.66220481;69.99877731;66.609778;51.63416794;53.82813668;2
74.65038624;80.36162179;57.07046529;59.14702232;64.20303082;3
68.75392632;73.56335035;68.02820047;49.09108433;50.31625931;2
69.57033708;74.50462393;51.31527786;62.06923357;68.23846541;3
83.40844392;90.45914711;75.39513052;56.39779423;60.40647775;3
68.58408273;73.36753068;65.32771869;58.14248997;62.81581948;3
89.42741619;97.39866808;83.62800935;59.79265328;65.09461644;3
75.34775381;81.16564557;68.02931256;53.12157104;55.88216952;3
64.75724849;68.9554159;69.44769353;61.65614244;67.66800623;3
78.04849492;84.2794412;67.73607908;58.67307576;63.5485332;3
75.40335691;81.22975267;73.25977862;49.61524795;51.04010432;3
71.03610773;76.19457127;61.53970111;54.45090759;57.71792001;3
58.67501972;61.94296391;75.84281929;51.63267819;53.8260794;2
64.40909619;68.55401678;65.29126057;57.21301344;61.53225666;3
75.08168227;80.85888074;75.25929021;58.43977673;63.22635834;3
81.57303927;88.34303352;67.32921378;60.65837127;66.29013176;3
72.38849793;77.75379762;75.77353807;56.78604661;60.94263579;3
57.41178388;60.48652729;77.37147092;57.89481387;62.47379058;3
70.61924879;75.71395743;69.09500502;49.84627416;51.3591405;2
73.95835286;79.56374801;64.74791593;64.27948168;71.2907128;3
54.07003204;56.633684;78.69377277;54.55576323;57.86272066;2
80.93129413;87.60313911;67.59687761;64.81744462;72.03361399;3
53.95182956;56.4974035;57.3711265;65.92753929;73.56660188;3
67.64327526;72.28283501;61.03688946;59.77140521;65.06527386;3
73.63433003;79.19016874;77.38677454;61.50019593;67.45265153;3
69.20000732;74.0776555;60.04386427;54.71077387;58.07678297;3
72.5438078;77.93286075;60.32517189;64.34960509;71.38754989;3
76.70182544;82.72681051;66.8643126;49.8044083;51.30132575;3
57.63705662;60.74625351;71.34174797;62.00331203;68.1474309;3
65.01363732;69.25101714;78.49054345;56.64184622;60.74350192;3
72.90250284;78.34641504;76.74108491;61.64869368;67.65771984;3
72.21716618;77.55626219;70.07919993;62.98646262;69.50511504;3
64.02886147;68.11562851;79.813725;55.7278211;59.48127676;3
64.10518285;68.20362258;76.2013255;60.00967009;65.39430631;3
65.88003675;70.24992472;65.67121176;61.01733951;66.7858498;3
79.75139528;86.24278515;65.76504183;61.07595076;66.86678915;3
67.09681106;71.65279393;63.93330563;59.5177892;64.71504223;3
68.26257238;72.99684815;74.8921529;62.00123975;68.14456917;3
54.00176992;56.55498179;74.25789949;71.27189205;80.94689854;3
66.15867068;70.57117326;66.60921366;57.96053964;62.56455474;3
64.20894824;68.32325797;66.57849025;54.41958459;57.67466444;3
85.81106972;93.22923332;74.6221653;61.78694461;67.84863779;3
59.01797312;62.33836901;56.86580852;46.36384441;46.55007085;2
57.68738351;60.80427746;72.48707897;64.71033524;71.88570105;3
78.25967845;84.52292339;78.56958445;64.18179786;71.15581609;3
73.23985148;78.73535818;53.13272294;53.39865542;56.26480986;3
83.59208682;90.67087656;65.76679294;61.9995781;68.14227452;3
64.48315634;68.63940378;74.4784906;58.0500919;62.68822215;3
84.12237452;91.2822671;60.98390776;59.61343417;64.84712337;3
75.67107122;81.53841153;58.2234149;53.77946858;56.79069471;3
81.15815166;87.86469251;49.24474223;55.2300576;58.79388907;3
76.26688632;82.22535128;73.48973117;55.18756146;58.73520393;3
75.54819167;81.39673863;73.12529937;62.34139031;68.61430091;3
80.4981234;87.10371875;79.11991696;62.78679761;69.22938717;3
68.6598533;73.45488969;67.87127205;62.43121474;68.73834416;3
75.19329433;80.98756287;69.90993069;57.67332781;62.16792888;3
78.95341259;85.32275804;63.86399122;58.60342029;63.45234231;3
72.43995544;77.81312509;70.51228221;52.9133686;55.59465187;3
54.61937594;57.2670452;69.73478566;73.18427564;83.58780922;3
79.93188792;86.45088254;70.06757284;57.15834144;61.45675723;3
80.52185667;87.1310818;70.34406696;57.34510004;61.71466196;3
58.9396031;62.24801299;70.24783844;62.03117804;68.18591253;3
72.58327304;77.97836186;64.2063722;54.26326565;57.45879542;3
70.64858682;75.74778245;66.5249608;60.29530144;65.78874961;3
62.67954422;66.5599451;70.04955541;59.62708068;64.86596856;3
47.64713044;49.22845627;74.73246086;58.92979542;63.90305082;2
74.15656814;79.79227856;57.77084624;68.48078377;77.09251093;3
64.08117901;68.17594757;66.1789199;58.85908471;63.80540269;3
68.5379111;73.3142975;64.63093126;65.0492348;72.3537052;3
76.73559896;82.76574939;76.71256907;60.72737259;66.38541929;3
48.52874003;50.24490027;74.31129615;56.13245597;60.04005825;2
79.62934678;86.1020704;83.71179746;62.35242021;68.62953267;3
58.14461605;61.33143969;74.438024;61.5005827;67.45318563;3
67.47454297;72.0882966;60.51757913;57.24215911;61.57250544;3
60.11683485;63.60529195;67.09497058;58.38072142;63.14480577;3
61.16129175;64.80948931;72.310299;54.72697016;58.09914926;3
65.62883715;69.96030637;68.12314263;63.7806916;70.60190744;3
75.26636882;81.07181346;69.16112426;63.51745427;70.23838923;3
69.69595137;74.64944982;55.32296535;63.19716707;69.79608786;3
69.22089955;74.10174301;68.75664082;58.80345774;63.7285845;3
64.11841202;68.21887503;59.0090612;52.65000713;55.23096222;2
86.12617325;93.59252916;58.22203724;59.049964;64.06899791;3
68.83076953;73.65194604;78.70027929;71.63615559;81.44992915;3
86.29037342;93.7818423;56.72986862;58.16806405;62.85113607;3
65.71914145;70.06442191;62.81307123;64.77002083;71.96812401;3
75.97446274;81.8882041;78.42202575;55.74389801;59.5034782;3
81.98754035;88.82092887;76.98498001;55.99046157;59.84397074;3
75.10969642;80.8911794;66.34323455;51.72515743;53.95378883;3
68.14354851;72.85962063;70.39351323;60.23210157;65.70147359;3
72.42911312;77.80062454;52.42138713;61.74901322;67.79625635;3
51.94207819;54.18027839;58.91894915;63.70410305;70.4961423;3
83.68632411;90.77952662;66.64218614;56.67675035;60.79170287;3
76.91602395;82.97376879;60.02867684;54.80812346;58.21121811;3
73.6521493;79.21071331;61.09737359;53.17753224;55.95944929;3
67.11886289;71.67821839;68.56822546;58.21257995;62.91261041;3
59.96179556;63.42654077;71.02362537;58.32219134;63.06397852;3
66.10602458;70.5104754;65.53742964;60.59603087;66.20404263;3
76.0966272;82.02905254;64.47108984;61.27882447;67.14694807;3
69.75775836;74.72070964;71.8070641;60.93729397;66.67531072;3
56.647681;59.60556162;58.00833441;54.3662209;57.60097172;2
86.37270543;93.87676626;60.96969963;61.42883107;67.35410004;3
65.09450049;69.34424763;58.93466772;57.85518264;62.41906174;3
82.20589411;89.07267791;67.92712526;61.50787389;67.46325442;3
72.11573933;77.439323;77.91806883;56.5411065;60.60438516;3
66.54795033;71.01998979;74.10049801;60.27307931;65.7580619;3
72.25486303;77.59972444;69.38793973;54.12413615;57.26666421;3
69.20914888;74.08819518;78.25458232;65.6208986;73.14314569;3
57.27583943;60.32979134;66.72618173;56.61471554;60.70603574;3
79.66154516;86.13919325;55.9809875;66.88247053;74.88531644;3
72.97359634;78.42838166;76.72282681;65.16197849;72.50939887;3
63.04406629;66.9802176;65.56519856;52.55049931;55.09354667;2
62.85881927;66.76663869;63.39291548;67.49334538;75.72890552;3
75.09724032;80.87681825;58.0026246;61.61311152;67.60858257;3
65.04140987;69.28303727;78.81610208;53.67704811;56.64925691;3
76.50748518;82.50274762;67.79195718;54.9536417;58.41217187;3
73.28183887;78.78376717;81.19204603;61.58005048;67.56292685;3
80.22876631;86.79316587;64.05727817;58.26711826;62.98792521;3
64.6807435;68.86721015;77.84686221;60.88633203;66.60493471;3
68.73551758;73.54212615;58.66026498;64.09689153;71.03856449;3
75.66538915;81.53186044;64.95994234;47.19504981;47.69792593;2
69.89563548;74.87967385;79.21529067;54.35795087;57.5895512;3
64.50882228;68.6689951;68.16782519;59.62545246;64.86372006;3
68.24729457;72.97923374;63.24958935;59.72309331;64.99855743;3
73.75223294;79.32610386;66.43021783;66.10787572;73.8156379;3
86.54656899;94.07722071;76.00485168;56.35523124;60.34770029;3
72.90043488;78.3440308;76.24555991;56.76645063;60.91557468;3
62.54100999;66.40022328;79.71752137;61.27399232;67.14027511;3
73.9728576;79.58047111;67.34602783;56.50478901;60.55423244;3
83.40396011;90.45397754;57.69273474;61.50480366;67.45901458;3
78.01596798;84.24193955;52.74339372;61.9995781;68.14227452;3
55.96730165;58.82112426;67.39031204;58.12936391;62.79769302;3
71.5525768;76.79002973;81.96612333;64.18592333;71.16151317;3
69.58401077;74.52038888;67.16640127;58.02106083;62.64813162;3
74.10827056;79.73659429;75.90273907;62.17768945;68.38823781;3
74.46643412;80.14953581;54.83643662;56.02400964;59.89029903;3
51.19196789;53.31544533;82.07560558;61.20657148;67.04717014;3
75.97363169;81.88724595;65.10248835;60.08523682;65.49866037;3
74.36968435;80.03798901;67.12647411;49.66910823;51.11448279;2
62.16678589;65.96876491;70.26893485;50.4230757;52.15567596;2
80.95212838;87.62715978;70.87757712;48.67700958;49.7444418;3
71.49376547;76.72222371;66.36156735;57.10407053;61.38181168;3
70.50064045;75.57720899;71.12981285;54.11529313;57.25445242;3
79.71882969;86.20523893;69.20583172;55.6316509;59.34847029;3
68.31366267;73.05575226;70.35406742;62.46904108;68.79058053;3
76.79540562;82.83470296;66.34094399;54.26872807;57.46633876;3
75.611912;81.47020443;78.44061582;58.41350552;63.19007905;3
83.14420842;90.15449912;93.71591176;56.90806305;61.11113469;3
83.75331067;90.85675818;73.88306057;59.07020458;64.09694918;3
65.45799824;69.76333915;63.27164846;57.82982343;62.38404187;3
63.03132995;66.96553335;60.53832698;56.27680915;60.23940312;3
79.38146172;85.81627352;70.08269387;61.92786945;68.04324828;3
68.74077446;73.54818702;60.93768155;58.71205762;63.60236528;3
67.96666032;72.65567895;59.69498506;60.36658514;65.887189;3
80.08799018;86.63085926;70.22735616;65.80408084;73.39611164;3
70.03283617;75.03785817;73.51940889;52.73142782;55.34340032;3
70.32942467;75.37980726;70.63945822;60.81798964;66.51055712;3
65.44974571;69.75382447;75.99163945;64.01336035;70.92321191;3
73.86582599;79.45706996;73.88151693;70.03471004;79.23840911;3
65.70732314;70.05079609;69.38793973;58.5672556;63.40240059;3
77.35727326;83.48250329;85.68991388;65.09215112;72.4129706;3
70.48761422;75.56219051;68.1745309;61.02996898;66.8032905;3
54.35112047;56.95776243;76.79854815;55.77893584;59.55186378;3
59.5018766;62.89628125;73.55217389;62.23185532;68.46303829;3
77.80045525;83.99346605;59.87174012;56.73232958;60.86845513;3
59.16023742;62.50239138;62.31264143;60.37505572;65.89888647;3
77.35822027;83.48359514;63.90522134;54.69721331;58.05805647;3
61.33254619;65.0069356;62.9366786;48.45194238;49.43363472;2
81.15509804;87.86117185;80.70488656;60.68550196;66.32759794;3
