"BAD","LOAN","MORTDUE","VALUE","REASON","JOB","YOJ","DEROG","DELINQ","CLAGE","NINQ","CLNO","DEBTINC"
1.0,4000.0,17000.0,52012.0,"HomeImp","ProfExe",22.0,3.0,1.0,85.33333333333333,1.0,9.0,
1.0,4000.0,29562.0,37200.0,"DebtCon","Other",6.0,0.0,0.0,92.13333333333334,1.0,26.0,
1.0,4000.0,41700.0,76725.0,"HomeImp","Other",0.5,0.0,3.0,136.13333333333333,0.0,15.0,
1.0,4000.0,58000.0,69440.0,"HomeImp","Other",3.5,0.0,1.0,168.66666666666666,0.0,18.0,
1.0,4000.0,5700.0,18000.0,"DebtCon","Other",,0.0,0.0,12.2,0.0,17.0,
1.0,4000.0,45000.0,58350.0,"HomeImp","Mgr",3.5,0.0,0.0,162.0,3.0,16.0,
1.0,4000.0,7000.0,16020.0,"HomeImp","Other",18.0,0.0,1.0,85.8,2.0,23.0,
0.0,4000.0,66000.0,79050.0,"HomeImp","Other",1.8,2.0,0.0,279.0,1.0,6.0,
0.0,4000.0,,45760.0,"HomeImp",,0.0,0.0,0.0,,0.0,0.0,
0.0,4000.0,62000.0,78000.0,"HomeImp","Other",4.0,0.0,0.0,109.56666666666666,0.0,15.0,
0.0,4000.0,64240.0,63990.0,"HomeImp","Sales",5.0,2.0,0.0,160.3,1.0,23.0,
1.0,4000.0,74000.0,93000.0,"HomeImp","ProfExe",2.6,1.0,3.0,186.63333333333333,,9.0,
1.0,4000.0,55000.0,59000.0,"DebtCon","Other",12.0,2.0,0.0,146.1,0.0,22.0,
0.0,4000.0,67625.0,80698.0,"HomeImp","Mgr",11.0,,1.0,212.34930387920127,0.0,25.0,39.128717627799475
0.0,4000.0,67533.0,71865.0,"HomeImp","Mgr",10.0,,2.0,227.79298841062214,0.0,25.0,39.166328702562645
1.0,4100.0,,19132.0,"HomeImp","Other",0.0,0.0,0.0,100.7746522074253,0.0,19.0,33.840919903824535
1.0,4100.0,58500.0,65000.0,"HomeImp","Other",8.0,1.0,2.0,63.93333333333333,2.0,15.0,
0.0,4100.0,57992.0,63797.0,"DebtCon","ProfExe",7.0,0.0,4.0,165.50503695302035,1.0,31.0,22.27817436972548
0.0,4200.0,56544.0,59218.0,"HomeImp","Office",19.0,0.0,0.0,211.0025991200236,1.0,20.0,19.027704424749924
1.0,4200.0,34800.0,50225.0,"HomeImp","Other",2.0,1.0,0.0,93.5,1.0,5.0,
0.0,4200.0,67700.0,77000.0,"DebtCon","Sales",4.0,0.0,0.0,128.83333333333334,0.0,31.0,
0.0,4200.0,44000.0,55085.0,"DebtCon",,6.0,,1.0,75.43333333333334,,16.0,
0.0,4200.0,66272.0,82953.0,"HomeImp","Other",3.0,0.0,0.0,110.2786625940958,0.0,15.0,43.45058791105197
0.0,4200.0,50216.0,58541.0,"HomeImp","Office",19.0,0.0,0.0,209.87130224301654,0.0,19.0,20.208032669642957
0.0,4300.0,71206.0,78698.0,"DebtCon","Sales",3.0,0.0,0.0,129.9328690174426,0.0,31.0,34.18137651577656
0.0,4300.0,68815.0,79852.0,"HomeImp","Other",6.0,0.0,0.0,105.12070880503971,0.0,14.0,41.80637615235819
0.0,4300.0,72021.0,80027.0,"HomeImp","Other",2.0,2.0,0.0,263.9703002948461,0.0,5.0,36.432093936708796
0.0,4400.0,53969.0,63869.0,"DebtCon","ProfExe",7.0,0.0,3.0,162.3900106692741,0.0,30.0,23.581079238830636
0.0,4400.0,,60250.0,,,,,,,,,
1.0,4400.0,53091.0,64074.0,"DebtCon","Office",14.0,1.0,3.0,89.86105824971773,0.0,17.0,39.15808483382132
0.0,4500.0,66127.0,79087.0,"HomeImp","Other",4.0,1.0,0.0,81.34906509796052,0.0,15.0,40.705308759689935
0.0,4500.0,,77182.0,,,,,,,,,25.227252904310475
1.0,4500.0,39000.0,66000.0,"HomeImp","Other",1.0,0.0,0.0,170.36666666666667,1.0,19.0,
0.0,4500.0,71082.0,79247.0,"HomeImp","Other",4.0,0.0,0.0,118.76041007165871,0.0,14.0,41.42111052057757
0.0,4500.0,,49044.0,"HomeImp",,0.0,0.0,0.0,,0.0,0.0,11.652738795961598
1.0,4500.0,57000.0,,"HomeImp","Other",5.0,,,222.6,1.0,13.0,
1.0,4500.0,34184.0,46000.0,"HomeImp","Mgr",3.5,0.0,1.0,122.6,2.0,22.0,
1.0,4500.0,66517.0,87000.0,"DebtCon","ProfExe",10.0,0.0,4.0,125.8,0.0,34.0,
0.0,4500.0,45500.0,50000.0,"HomeImp","Other",6.0,0.0,0.0,86.16666666666667,0.0,18.0,
1.0,4500.0,118000.0,146870.0,"HomeImp","ProfExe",4.5,2.0,0.0,203.86666666666667,1.0,20.0,
1.0,4500.0,90000.0,105800.0,"HomeImp","Other",6.0,2.0,3.0,80.1,3.0,10.0,
0.0,4700.0,67913.0,97205.0,,"Mgr",2.0,0.0,0.0,142.82439151349786,0.0,24.0,35.226997191988396
0.0,4700.0,71855.0,88566.0,"HomeImp","Other",2.0,2.0,0.0,283.9595380871116,0.0,5.0,36.47547328263776
0.0,4700.0,53918.0,59511.0,"DebtCon",,6.0,,0.0,54.136477429593086,,15.0,34.41650781090208
1.0,4700.0,49100.0,58238.0,"HomeImp","ProfExe",0.1,0.0,0.0,61.8,2.0,17.0,
0.0,4700.0,88026.0,115506.0,"HomeImp","ProfExe",6.0,0.0,0.0,182.24833156081436,0.0,27.0,29.209022579695574
1.0,4700.0,26900.0,45000.0,"HomeImp","ProfExe",9.0,1.0,2.0,90.46666666666667,1.0,16.0,
0.0,4800.0,67317.0,97191.0,,"Mgr",3.0,0.0,0.0,137.31972480884235,0.0,23.0,34.27529377722428
0.0,4800.0,56067.0,63102.0,"DebtCon","ProfExe",9.0,0.0,3.0,160.14631128435903,1.0,30.0,21.58376012071211
0.0,4800.0,80482.0,88342.0,"HomeImp","ProfExe",7.0,0.0,0.0,275.03239483290866,0.0,11.0,43.71763511174714
0.0,4900.0,58688.0,63348.0,"DebtCon","ProfExe",9.0,0.0,3.0,179.1625747094567,2.0,31.0,22.54439283653367
0.0,4900.0,65873.0,90408.0,,"Mgr",2.0,0.0,0.0,141.85899895376858,0.0,23.0,37.76961861014348
1.0,4900.0,25597.0,23031.0,"HomeImp","Other",5.0,0.0,0.0,101.74676643926301,0.0,8.0,33.24315697787011
0.0,4900.0,67794.0,84630.0,"HomeImp","Other",4.0,0.0,0.0,112.57341888259059,0.0,15.0,41.673996361528516
1.0,4900.0,44000.0,59745.0,"HomeImp","Other",10.0,0.0,0.0,81.5,3.0,13.0,
0.0,4900.0,,28437.5,"HomeImp",,,,,,,,
0.0,4900.0,170986.0,245300.0,"DebtCon","Sales",,0.0,0.0,131.93333333333334,0.0,22.0,
1.0,4900.0,65576.0,65774.0,"HomeImp","Other",6.0,1.0,2.0,61.6425060799225,1.0,14.0,40.590910018035636
0.0,4900.0,57461.0,68494.0,"DebtCon","ProfExe",8.0,0.0,4.0,183.6356132288343,0.0,30.0,22.79542355183299
0.0,4900.0,,69706.0,,,,,,,,,33.70558773760944
0.0,5000.0,,34846.0,"HomeImp",,,,,,,,33.354652626488665
0.0,5000.0,47479.0,61690.0,"DebtCon",,5.0,,0.0,65.0329690071755,,16.0,36.69941492167274
0.0,5000.0,66839.0,87168.0,"HomeImp","Other",4.0,0.0,0.0,122.59722258458692,0.0,15.0,40.616779346082716
0.0,5000.0,12457.0,53448.0,"HomeImp","Self",,0.0,0.0,207.14348133476219,0.0,12.0,44.10795169073527
0.0,5000.0,90059.0,113714.0,"HomeImp","ProfExe",7.0,0.0,0.0,193.63644686465173,0.0,28.0,25.897316482219527
1.0,5000.0,22320.0,34900.0,"HomeImp","Other",10.0,0.0,0.0,65.7,1.0,5.0,
1.0,5000.0,40000.0,70500.0,"HomeImp","Mgr",0.4,0.0,0.0,61.766666666666666,2.0,8.0,
1.0,5000.0,100882.0,102700.0,"HomeImp","Mgr",5.0,0.0,1.0,58.86666666666667,0.0,16.0,
1.0,5000.0,31000.0,47350.0,"HomeImp","ProfExe",12.0,,,,,,
1.0,5000.0,63125.0,126500.0,"HomeImp","Office",3.0,0.0,0.0,100.3,0.0,14.0,
1.0,5000.0,100000.0,129693.5,"HomeImp","Mgr",13.0,,,,,,
1.0,5000.0,,132000.0,"HomeImp","Other",17.5,0.0,2.0,121.9,0.0,14.0,
1.0,5000.0,,9100.0,"HomeImp","Other",1.0,0.0,0.0,54.733333333333334,2.0,8.0,
1.0,5000.0,34200.0,50830.0,"HomeImp","Other",6.0,0.0,0.0,57.0,1.0,9.0,
1.0,5000.0,,71277.0,"HomeImp","Other",10.0,0.0,0.0,72.43333333333334,1.0,12.0,
1.0,5000.0,123000.0,157500.0,"HomeImp","Mgr",9.0,,,,,,
1.0,5000.0,16600.0,25250.0,"HomeImp","Other",6.0,0.0,0.0,88.7,1.0,3.0,
1.0,5000.0,,52000.0,"HomeImp","Other",,0.0,1.0,285.3333333333333,0.0,6.0,
1.0,5000.0,22700.0,34225.0,"HomeImp","Other",4.0,0.0,0.0,74.63333333333334,3.0,9.0,
1.0,5000.0,6000.0,38575.0,"HomeImp","Self",7.0,0.0,1.0,335.03333333333336,3.0,42.0,
1.0,5000.0,,74500.0,"HomeImp","Other",19.0,,,,,,
1.0,5000.0,,94119.0,"HomeImp","Other",19.0,,,,,,
0.0,5000.0,73126.0,87500.0,"DebtCon","Other",1.0,0.0,0.0,125.96666666666667,2.0,10.0,
0.0,5000.0,72517.0,86250.0,"DebtCon","Mgr",19.0,0.0,1.0,300.3666666666667,1.0,24.0,
0.0,5000.0,26037.0,35000.0,"HomeImp","ProfExe",12.0,0.0,0.0,182.63333333333333,0.0,13.0,
0.0,5000.0,39000.0,50340.0,"HomeImp","Office",10.0,,,179.83333333333334,,19.0,
0.0,5000.0,,26550.0,"DebtCon","Other",1.7,0.0,0.0,276.96666666666664,1.0,14.0,
0.0,5000.0,70470.0,77908.0,"DebtCon",,5.0,,,,,,
0.0,5000.0,,36375.0,"HomeImp","Other",3.0,0.0,0.0,266.8,1.0,26.0,
0.0,5000.0,74225.0,89640.0,"DebtCon","ProfExe",0.3,,,,,,
0.0,5000.0,,65400.0,"HomeImp","Office",1.5,0.0,0.0,51.766666666666666,0.0,4.0,
1.0,5000.0,,37500.0,"HomeImp","Other",,0.0,3.0,107.13333333333334,10.0,5.0,
0.0,5000.0,78565.0,98500.0,"DebtCon","ProfExe",24.0,0.0,0.0,51.766666666666666,3.0,14.0,
0.0,5000.0,59900.0,80800.0,"DebtCon","ProfExe",15.0,0.0,0.0,219.13333333333333,1.0,18.0,
1.0,5000.0,10171.0,26809.0,"HomeImp","Office",13.0,3.0,6.0,228.3,0.0,24.0,
1.0,5000.0,78893.0,82600.0,"HomeImp","Mgr",16.0,0.0,0.0,133.9,1.0,34.0,
1.0,5000.0,85165.0,107940.0,"HomeImp","Mgr",6.0,5.0,3.0,122.76666666666667,5.0,28.0,
1.0,5000.0,68000.0,75616.0,"DebtCon","ProfExe",0.1,0.0,0.0,131.86666666666667,0.0,30.0,
1.0,5000.0,71571.0,85100.0,"DebtCon","ProfExe",1.4,0.0,1.0,82.13333333333334,0.0,13.0,
1.0,5000.0,28000.0,36810.0,"DebtCon","Other",2.0,1.0,0.0,222.2,1.0,6.0,
1.0,5000.0,40000.0,32480.0,"HomeImp","Other",8.0,3.0,2.0,163.36666666666667,1.0,16.0,
1.0,5000.0,81748.0,,"DebtCon","ProfExe",14.0,1.0,2.0,144.06666666666666,2.0,17.0,
0.0,5000.0,44674.0,59375.0,"HomeImp","Office",10.0,,,178.69250869633453,,19.0,26.44819746302357
1.0,5000.0,61999.0,75021.3,"HomeImp","Other",5.0,0.0,0.0,97.1,0.0,23.0,
0.0,5000.0,80153.0,97275.0,"DebtCon","Other",1.0,0.0,0.0,120.67506315632305,2.0,10.0,37.51270840942055
0.0,5000.0,68739.0,93435.0,,"Mgr",3.0,0.0,0.0,148.72040469065914,0.0,23.0,36.66927861207131
0.0,5000.0,51209.0,55320.0,"DebtCon",,5.0,,1.0,69.10746559748972,,15.0,35.02507296846484
1.0,5000.0,46696.0,85202.0,"HomeImp","Other",2.0,1.0,2.0,148.34064549230195,0.0,14.0,46.48987400067033
0.0,5000.0,,46281.0,"HomeImp","Other",2.0,0.0,0.0,257.65220639617297,0.0,26.0,40.952588884058684
0.0,5000.0,66435.0,82819.0,"HomeImp","Other",2.0,0.0,0.0,125.13062556495025,0.0,14.0,42.18353867237621
0.0,5100.0,179725.0,251962.0,"DebtCon","Sales",,0.0,0.0,127.49881343973439,0.0,22.0,40.30825936240994
0.0,5100.0,85583.0,115341.0,"HomeImp","ProfExe",7.0,0.0,0.0,177.9582551172049,1.0,28.0,26.257970132403063
0.0,5100.0,72891.0,80691.0,"HomeImp","Other",1.0,1.0,0.0,273.8817051614165,0.0,6.0,39.85214651511151
1.0,5100.0,30755.0,46735.0,"HomeImp","Other",10.0,0.0,0.0,69.0,0.0,17.0,
0.0,5100.0,,26715.0,"DebtCon","Other",1.0,0.0,0.0,258.7892976175535,0.0,14.0,26.722343336549745
0.0,5100.0,87258.0,121382.0,"HomeImp","ProfExe",6.0,0.0,0.0,181.66304015659435,0.0,28.0,25.444759149195047
0.0,5100.0,,28291.0,"DebtCon","Other",2.0,0.0,0.0,277.9445608115699,1.0,14.0,23.644691283071733
1.0,5100.0,9900.0,30451.0,"HomeImp","Other",11.0,0.0,0.0,21.2,0.0,2.0,
0.0,5100.0,93000.0,116875.0,"HomeImp","Other",10.0,,,417.6333333333333,2.0,50.0,
1.0,5100.0,15500.0,34000.0,"DebtCon","Other",0.0,1.0,2.0,86.23333333333333,2.0,13.0,
1.0,5100.0,129319.0,141875.0,"HomeImp","Sales",7.0,1.0,0.0,157.8598020925327,0.0,36.0,25.650741223972638
0.0,5100.0,66834.0,87361.0,"HomeImp","Other",0.0,2.0,0.0,290.03410799435295,0.0,6.0,38.766985070806456
0.0,5100.0,73882.0,96031.0,"DebtCon","Other",0.0,0.0,0.0,125.78740011361391,1.0,10.0,34.44607922171991
0.0,5100.0,74071.0,97064.0,"DebtCon","Other",0.0,0.0,0.0,121.07597260305826,2.0,9.0,36.40172954849514
0.0,5100.0,62702.0,79784.0,"HomeImp","Other",2.0,0.0,0.0,108.07259080633519,0.0,15.0,43.29013981614734
0.0,5200.0,,36425.0,"DebtCon","Other",2.0,0.0,0.0,266.8134645747597,1.0,14.0,23.79740105781583
0.0,5200.0,67000.0,77000.0,"HomeImp","Other",9.0,0.0,1.0,119.7,0.0,25.0,
0.0,5200.0,43039.0,53521.0,"HomeImp","Office",11.0,,,184.29668729268556,,19.0,24.414763177225723
0.0,5200.0,19000.0,26000.0,"DebtCon","Other",0.0,1.0,0.0,17.2,10.0,7.0,
1.0,5200.0,,9500.0,"DebtCon","Other",1.0,0.0,1.0,81.1,1.0,2.0,
0.0,5200.0,91250.0,110000.0,"HomeImp","Office",24.0,0.0,0.0,123.76666666666667,1.0,12.0,
0.0,5200.0,16324.0,45187.0,"HomeImp","Self",,0.0,0.0,221.1180817051322,0.0,11.0,42.71209384372089
1.0,5200.0,40564.0,39527.0,"HomeImp","Other",0.0,0.0,0.0,157.77103572492308,1.0,13.0,72.67043331266866
0.0,5300.0,73698.0,84427.0,"DebtCon",,4.0,,,,,,19.131201179326137
0.0,5300.0,66987.0,65111.0,"HomeImp","Sales",4.0,1.0,0.0,175.32870382363393,1.0,22.0,40.442570388756025
1.0,5300.0,26908.0,36078.0,"HomeImp","Other",,0.0,0.0,302.35870945951837,0.0,8.0,39.196985402282785
0.0,5300.0,,49396.0,"HomeImp",,0.0,0.0,0.0,,0.0,0.0,12.043670575662363
0.0,5300.0,44993.0,50673.0,"HomeImp","Office",7.0,,,184.74276716345904,,18.0,27.906122725632102
1.0,5300.0,51000.0,64000.0,"HomeImp","Mgr",10.0,1.0,0.0,98.33333333333333,0.0,12.0,
0.0,5300.0,75958.0,91703.0,"DebtCon","Other",0.0,0.0,0.0,124.18217880194672,1.0,10.0,34.599060193872575
0.0,5300.0,97132.0,117343.0,"HomeImp","Office",22.0,0.0,0.0,109.93390789170999,1.0,11.0,35.838542700409214
0.0,5300.0,60826.0,80826.0,"HomeImp","Mgr",10.0,,1.0,212.8917460712729,0.0,25.0,38.59149402769818
0.0,5300.0,83552.0,96809.0,"DebtCon","ProfExe",0.0,,,,,,28.42396190642564
0.0,5300.0,47449.0,63895.0,"HomeImp","Office",19.0,0.0,0.0,208.16271401275273,0.0,20.0,19.762113701487944
0.0,5300.0,50934.0,62957.0,"HomeImp","Office",21.0,0.0,0.0,197.24195728228358,0.0,20.0,19.350505633023804
0.0,5400.0,53429.0,64505.0,"DebtCon",,5.0,,0.0,69.54243010722827,,16.0,36.48023629898216
0.0,5400.0,,65474.0,"HomeImp","Office",1.0,0.0,0.0,40.70984900370917,0.0,4.0,37.84877103462758
0.0,5400.0,47844.0,52040.0,"HomeImp","Office",8.0,,,189.03430464256724,,18.0,24.701136261770102
1.0,5400.0,45509.0,57453.0,"DebtCon","Sales",4.0,0.0,0.0,95.6,0.0,22.0,
1.0,5400.0,59720.0,63450.0,"HomeImp","ProfExe",5.0,0.0,1.0,199.9,1.0,20.0,
0.0,5400.0,86922.0,119846.0,"HomeImp","ProfExe",5.0,0.0,0.0,185.07634725560862,1.0,28.0,26.354889294647094
0.0,5400.0,68625.0,82304.0,"DebtCon","Sales",2.0,0.0,0.0,136.6329441618046,0.0,30.0,32.05002349039075
0.0,5400.0,65814.0,85848.0,"HomeImp","Other",4.0,0.0,0.0,122.9402885967979,0.0,15.0,44.092325681639984
0.0,5400.0,,75254.0,,,,,,,,,23.163742947347345
1.0,5400.0,78300.0,88000.0,"HomeImp","ProfExe",8.0,0.0,0.0,102.5,3.0,19.0,
0.0,5400.0,48152.0,55760.0,"DebtCon",,6.0,,0.0,78.45212576626898,,16.0,35.76363799652254
0.0,5500.0,70481.0,82446.0,"HomeImp","Other",8.0,0.0,1.0,116.59197687734314,0.0,24.0,37.61268272354858
0.0,5500.0,,35402.0,"HomeImp",,,,,,,,35.27207373549327
